;Entity A;Entity B;Label
5624;8036;C4551602;1
5902;9126;C1853099;1
199;10459;C0004352;0
3363;4524;C0009081;1
578;128637;C0085215;0
68;100;C0004352;1
99;154;C0028754;1
3752;4437;C0271979;0
4895;6709;C3150731;1
388;498;C0276496;1
5731;6095;C1142166;0
7904;9150;C0036341;0
6113;6532;C2936913;0
842;1499;C0007131;0
7896;129880;C2936862;1
5583;5925;C1449563;0
1335;1674;C0235833;1
354;11093;C3554656;0
3139;3643;C4551898;0
1808;2157;C0042487;1
1264;1586;C0376358;1
6389;11141;C0796241;1
3853;4609;C0268281;0
7442;8243;C0036341;0
4656;6347;C0028754;1
6376;11005;C0376358;1
3936;5243;C1961102;1
2088;2563;C0036341;1
7850;116369;C0036341;1
5902;6389;C0020608;0
1842;23175;C0376358;0
2141;259266;C0007131;0
784;1475;C2239176;0
3155;4137;C1868675;1
3123;3596;C0036341;0
1029;174;C0345904;0
2496;282809;C0004352;0
7513;83605;C3179349;0
2792;324;C0012236;0
4093;4853;C3151037;0
5346;57502;C0010346;0
5810;627;C0029463;0
6611;23742;C0032897;1
7703;84100;C2936862;1
5640;8100;C0345904;1
3981;5295;C0001973;1
5039;6928;C0279702;1
2914;344018;C0042487;0
2423;3082;C1842342;1
3379;3909;C3178806;0
3532;4719;C0036341;1
3523;4091;C1867450;0
4608;6323;C0393702;1
5697;604;C0752125;0
5161;7042;C1836635;1
6202;6605;C0028326;0
3871;5159;C4551624;1
7598;79944;C2746066;1
7277;79991;C0036341;0
3581;4204;C0009405;0
3101;3586;C2930878;0
3084;3572;C2931891;0
3316;4358;C0022283;1
1452;1811;C0009324;1
6890;51259;C0431399;1
7472;64780;C4551957;1
2680;3077;C0376358;0
2702;3557;C0003873;1
1826;2176;C0023467;1
7446;64220;C2677362;1
5103;55870;C0036341;0
7013;54768;C1837615;1
3458;4010;C0205713;0
3701;4318;C0026654;0
2418;3082;C0004763;1
3141;4094;C0009402;1
2735;3569;C0029459;1
968;1636;C0268247;0
4253;5649;C0276496;1
5036;55717;C1857809;0
5017;55636;C0038454;0
1334;2022;C0241908;0
4361;5830;C4721541;1
4317;5771;C0003873;1
3612;4233;C0004763;0
7359;8100;C0011860;0
5656;5978;C2751630;0
6605;23600;C0376358;1
4500;6091;C2239176;1
6743;7157;C0175702;0
3987;4728;C0011854;0
2063;2531;C1848640;0
937;1180;C0238357;1
497;596;C4721532;1
3055;3981;C1865370;1
911;1123;C1623209;1
6887;51218;C4225425;1
442;590;C0002395;1
5173;7048;C0162872;1
1563;2146;C0019202;0
5208;56603;C2931891;0
4206;5604;C0028326;1
473;1184;C0342474;0
6208;10293;C0342573;1
6965;7450;C0162568;0
6388;11141;C0796206;1
697;1387;C3468041;0
8078;285848;C0020758;1
6499;23152;C1263846;1
3400;3949;C0027708;0
6606;23607;C0002395;1
5491;58508;C0079770;0
4131;4878;C1862939;0
5107;7019;C2931673;1
2139;2668;C0014474;1
2743;3123;C0009402;0
356;462;C0042487;1
6220;10329;C0457133;1
427;1140;C3809369;0
6313;672;C0162670;0
6335;10743;C0028754;1
8028;203286;C0037221;1
767;1462;C3489724;0
4324;5781;C0027819;1
1015;1723;C4551484;0
6597;23581;C4310621;1
3904;5192;C3553947;1
2795;3630;C0011860;1
3549;4723;C1850598;1
2474;2799;C3888316;0
393;11236;C0752121;0
3858;4609;C3501846;0
5873;8924;C0032897;1
4875;6660;C0036341;1
7037;54880;C0023467;1
4854;6654;C0587248;1
2021;24137;C0376358;0
216;10519;C0376358;0
952;161742;C2931426;0
6824;50617;C1704380;1
5258;7132;C0011860;1
4739;6528;C0345905;1
7873;123016;C3150715;1
3564;4729;C1850597;1
922;1140;C4225373;1
2044;2475;C4048328;1
2131;2657;C0265357;1
993;1281;C0948008;1
2039;2475;C0410207;0
7973;93426;C0026654;0
7879;124093;C3645536;1
5276;5727;C0036341;0
2052;2516;C0085215;1
8089;9750;C0342384;0
447;115650;C0085215;0
4035;4780;C0282160;0
3407;4582;C0345967;1
7841;894;C3494162;0
4753;5443;C3489724;0
628;729;C2676232;1
6551;23405;C1867234;1
7067;7681;C0004352;0
6919;7399;C0028754;0
5447;581;C0036341;0
2158;25973;C0026764;0
4363;5130;C0036341;0
898;1548;C1850362;0
5554;5915;C2239176;0
4610;6323;C0917800;1
619;716;C0677607;1
2581;3356;C0024117;1
4168;4920;C0028754;0
6074;6513;C0155016;0
2874;3394;C0029463;0
6445;6862;C0007131;0
6369;10939;C0751781;1
2271;2784;C0011860;1
1773;2296;C2239176;0
6118;9993;C0012236;1
1001;1282;C3495488;1
1668;2064;C2931822;1
1453;1813;C0001973;1
4672;5371;C0009402;0
7619;847;C0036341;0
2329;27030;C0342276;0
8118;9837;C0003873;0
6737;7157;C3151433;0
4413;5915;C1708349;1
1574;1959;C0004352;1
6560;7020;C1837342;0
666;781;C2748542;1
7166;79258;C0008924;0
1346;2033;C1856401;0
6793;7200;C2931822;0
2238;26585;C1846545;0
2089;255928;C0035334;0
3855;5155;C2239176;1
6547;7018;C0011854;0
6710;7137;C0004352;0
3206;3718;C1260899;0
6119;6532;C0026010;0
3116;3593;C0005684;0
7329;57680;C0004352;1
3920;4683;C0149931;0
1666;2064;C0751291;1
896;1106;C1510586;1
7534;79644;C0376329;1
3827;4552;C0241908;0
1932;23474;C2676235;0
573;1285;C0011860;0
4866;6657;C0005684;1
5695;604;C1148551;0
7807;91147;C0752166;1
3719;4353;C0040517;0
6461;22948;C0006142;1
2900;3418;C1168401;0
7108;783;C0376358;0
1978;23732;C0476089;0
4979;6834;C0268237;1
1646;2200;C0476089;0
6025;9719;C0013366;1
5607;59345;C0152013;0
2463;3123;C0024306;1
3005;351;C0085580;0
5370;57572;C0001973;0
6866;7297;C1140680;0
704;843;C0024306;1
8101;9759;C0028754;0
5320;7167;C0002395;1
7369;8120;C3714506;0
5201;5654;C0019069;0
6513;23224;C0751337;1
6698;7132;C0345904;0
5764;6218;C2717876;0
4068;5373;C4317224;1
7251;57055;C1839071;1
2674;3490;C0006142;1
6996;7482;C1299884;0
5200;5649;C0011860;0
4736;5429;C1858991;0
5694;604;C0265535;0
7140;55621;C4749033;1
5836;6311;C0004352;0
3788;4524;C0030044;0
4531;6165;C1260899;1
1799;23092;C0431399;0
7209;55904;C4225275;1
5635;8091;C0175693;1
145;207;C0028754;1
5289;5728;C2749757;0
7619;80184;C0752166;1
3845;5144;C0376358;1
1540;2131;C0751883;0
4891;54894;C0242343;0
7606;84662;C0349639;0
1327;1646;C3151303;1
2396;3047;C1841621;1
6617;24137;C2239176;1
3917;4669;C0087031;0
226;308;C0019202;1
5218;7099;C0036341;1
7476;8313;C1832977;0
6672;7124;C3463824;0
6599;7040;C1136043;0
3770;4488;C1140680;0
2609;2936;C1838429;0
3009;351;C0006142;0
3611;4233;C1856403;0
5441;7381;C3554606;1
4330;5781;C1843181;1
464;595;C0009402;1
1993;2316;C1845546;1
4297;50964;C1619700;0
5811;8754;C0376358;1
5639;8100;C0238198;1
5018;55636;C2020284;0
6238;6647;C0339573;0
5823;8802;C1850598;1
7501;8318;C0008312;0
6085;6521;C0587248;0
4018;4763;C1510586;0
6293;6712;C0345904;0
7460;8289;C3550693;0
6099;6529;C0751883;0
4311;51082;C4707243;0
6758;27241;C0010278;1
2296;2815;C1856448;1
7040;7535;C0276496;0
1743;2109;C1856401;1
4358;5830;C0043459;1
4826;6620;C0036341;1
3238;375790;C0432272;0
6502;23171;C1142166;1
2558;2898;C1970479;0
3630;4841;C0027708;1
4340;5795;C0009405;1
1599;2022;C0010674;1
7862;899;C0015625;0
2191;26154;C1848599;0
6193;10262;C0152423;1
3150;3659;C0001973;0
2694;3553;C0162672;1
6599;23592;C0152423;1
5943;9320;C1510586;1
928;1141;C1263846;1
3358;4524;C0003873;1
2488;3162;C0345904;1
212;274;C0002395;1
3247;3766;C0376358;0
7555;84131;C0410203;0
2870;338;C0026654;0
2735;3123;C1168401;0
4471;51744;C1621958;0
6473;6925;C0752347;0
6265;10512;C0041207;1
6630;7051;C0752347;0
6323;10717;C3279738;1
4257;5654;C0751587;1
7313;8021;C4551479;0
6;10002;C0009324;0
2341;2904;C0001973;1
4005;5310;C2751306;1
1441;1804;C1510586;1
5285;7157;C0007131;1
4226;5052;C0019569;0
4084;5395;C0476089;1
719;1410;C0009324;0
2752;3572;C0236175;1
4173;5551;C0079770;1
5908;9131;C3837958;1
1210;19;C0019829;0
823;1495;C0036341;0
5070;55764;C0268371;0
4974;6833;C0009402;1
2134;2658;C4551861;1
5471;7428;C3203102;1
7096;55135;C1845987;1
1016;1290;C1846545;1
3212;4261;C0003873;1
2898;3777;C3203102;1
553;668;C1862262;1
2696;30813;C0162566;0
5306;5728;C1845168;0
7733;867;C0009402;0
169;10347;C0019829;0
1315;200403;C0376358;0
7618;80173;C4310707;1
5382;7273;C4552004;1
3780;4524;C0279702;0
5403;7297;C0003873;1
2699;3082;C3151265;0
7678;83544;C4551720;1
5000;6870;C0036341;1
2766;3586;C0019202;1
1125;1419;C3808800;1
3127;3612;C4721952;0
3301;4330;C0023467;1
4560;6237;C1843181;1
961;1629;C1861172;0
1896;23400;C0009402;0
8152;9935;C0268228;0
6240;6647;C3278154;0
5563;5921;C0009402;0
6728;7153;C0476089;0
7777;85476;C1850597;1
295;351;C0948008;1
2112;2571;C0007785;0
6075;6513;C4707243;0
6243;6654;C0011854;0
163;10319;C2931891;0
783;916;C0238198;1
5826;8803;C0023264;1
723;1415;C0032914;0
6994;54539;C4225421;1
5214;7097;C3463824;1
6674;26090;C3553915;1
727;857;C0339573;1
833;1020;C4225359;1
755;146057;C1836635;0
2718;3117;C0035334;0
7870;9049;C0432272;0
5990;6440;C0022521;0
2588;2911;C0342482;0
2700;3082;C0279702;0
3124;4089;C0279628;1
8084;9742;C1708349;0
7835;112609;C3714940;1
2685;3553;C0003873;1
1726;2099;C4721508;1
1835;2178;C0023467;1
3338;4439;C2239176;1
2124;2582;C0206698;0
3732;440193;C0043346;0
702;1387;C0001973;0
6015;6495;C0028326;0
2939;3845;C0004114;1
4091;5424;C0476089;1
4847;6647;C0543859;1
4449;5961;C1868569;1
2242;2771;C0346402;1
1609;2176;C0022340;0
4666;6389;C1850597;1
4689;5376;C1839071;0
6262;10483;C0271934;1
5041;5573;C2239176;0
4032;5328;C0276496;1
5939;9289;C4722327;1
6844;50964;C4551479;1
2420;2752;C0079301;0
8080;973;C0011860;0
5049;55733;C1860788;0
6338;673;C0028754;0
2745;3149;C3281201;0
2573;3340;C0238198;1
5076;7010;C1832977;1
1301;1969;C0007131;0
6311;6716;C1858556;0
3552;4143;C1846142;0
3866;5158;C1850362;1
216;274;C0546264;1
1778;2146;C0221356;1
3340;4481;C0004763;1
5688;6016;C0036920;0
1486;1859;C3279839;1
4157;4893;C0796126;0
7070;7704;C0700053;0
4170;4920;C1623209;0
1547;2138;C2936862;0
6504;23171;C4551804;1
7757;8754;C0268579;0
2536;2895;C0345904;0
6849;51053;C2239176;1
655;1356;C2931891;0
6124;6548;C0019569;0
44;10021;C0024141;0
3932;5243;C0027819;1
6273;6660;C0476089;0
5904;9129;C0035334;1
4897;54902;C0345905;0
1757;2122;C0023467;1
6268;6658;C0036341;0
3310;4353;C0003873;1
5947;64135;C0268060;0
2951;3845;C0238198;1
682;138050;C1837873;0
5608;594;C0270912;0
858;1027;C1708349;1
1633;2188;C0036069;0
4651;6340;C2751324;1
2990;3482;C1869114;0
4145;4893;C1850598;0
4859;6654;C4551558;1
4921;55033;C0011860;0
7296;57468;C0036341;1
5645;8148;C1708349;1
7332;80704;C0042487;0
5577;7681;C0032897;1
1748;22880;C0009363;0
3947;5245;C2239176;1
2051;2516;C0018054;1
5229;7124;C0009324;1
2719;3561;C0036920;1
7557;84168;C0024507;0
2524;2879;C0036341;0
2863;3718;C1862939;1
6251;6654;C0751781;0
3715;4353;C1319466;0
425;1140;C0149925;0
4900;54903;C0023931;0
5548;59067;C0752123;0
5609;594;C4479186;0
5037;55717;C0006142;0
620;716;C1862892;1
6358;6770;C0013366;0
805;148738;C3489396;0
1883;2335;C0206686;0
5553;5915;C0023467;0
5347;57502;C1961102;0
2046;2492;C2700553;0
3672;4312;C4551480;0
4073;4846;C0345967;0
3588;4763;C1370889;1
1734;22808;C0010346;0
4011;5317;C2239176;1
8066;9702;C4748488;0
526;1244;C0345967;0
220;10528;C0005684;0
6172;6591;C4722327;0
8173;999;C0152013;0
3742;4436;C0271979;0
2028;242;C0006413;0
4337;5792;C0345967;1
6788;29887;C0345904;1
4947;6775;C0008312;1
4498;6091;C0004352;1
413;11315;C0085576;0
7057;54902;C3541471;1
664;136647;C1563716;0
7948;147138;C4722564;1
1857;23250;C0220658;0
5999;9581;C0751884;1
1697;2073;C1851443;1
7720;865;C0265326;0
6068;6513;C0023467;0
7126;55280;C0752125;1
5620;8036;C0587248;1
3412;3952;C0334634;0
2847;3691;C0079683;1
4968;6812;C0036341;1
3890;5176;C0376358;1
3122;4089;C0039445;1
1217;1512;C3837958;1
4176;5566;C0345905;1
1740;22866;C0006142;0
4474;5981;C0011195;1
3493;4043;C0001973;0
301;355;C0005684;1
2564;3315;C0279702;1
5818;8795;C1168401;1
5514;5889;C0085215;0
5790;8647;C0009402;1
4330;51119;C2239176;0
4391;5894;C0041409;1
5667;8220;C0220704;1
375;11200;C0036341;0
6888;7345;C0006142;0
8153;440435;C1848172;1
1042;1758;C1168401;0
8046;255758;C0036069;1
7842;114548;C0010346;1
7331;80704;C0034341;0
5726;8314;C0345967;1
3455;4001;C2677362;0
5363;7248;C0279702;1
234;10559;C0376358;0
289;348;C1864205;1
7022;7516;C0085548;0
8162;653361;C0003873;1
5671;8242;C0796250;1
4922;55033;C1843181;0
993;1678;C4048328;0
4154;5500;C1275081;1
7725;84340;C1850600;1
7056;760;C2749982;0
2701;3082;C0025149;0
5756;6201;C1510586;0
7529;83854;C0587248;0
2887;3764;C0348626;1
635;134218;C0238288;0
507;617;C1850600;1
5645;5961;C2675521;0
7917;139212;C4478372;1
3223;374654;C1956125;0
4577;6295;C1850362;1
6952;51750;C4721509;1
3819;4547;C0154832;0
2687;3553;C0009324;1
7945;92482;C1961102;0
6201;10273;C0752123;1
2890;3417;C0043346;0
4171;5551;C0024305;1
5688;8289;C0265338;1
4506;5230;C0264080;0
5029;55687;C0023467;0
6441;22866;C0011860;1
265;335;C0038454;1
4051;4803;C0001973;0
5539;590;C1848640;0
2791;324;C3463992;0
2234;2657;C0152013;0
3747;4929;C0004352;1
290;351;C0016667;1
2865;3356;C1970161;0
742;860;C0010278;1
2823;3663;C0009324;1
5848;6314;C1449843;0
5227;7124;C0005684;1
2104;2623;C0013080;1
7711;8643;C4479504;0
4021;4763;C0036341;0
2709;3559;C0003873;1
6334;673;C1848172;0
6781;7170;C0917800;0
8112;348180;C0006142;1
6125;9997;C1850600;1
3633;4282;C1140680;0
884;1540;C1836373;0
5037;6927;C1840646;1
7799;91039;C4721509;1
6473;23040;C1510586;1
7137;7874;C1140680;0
2302;2694;C0023467;0
5291;7157;C0031511;1
2701;3557;C0001973;1
1581;2153;C0152013;0
4121;4864;C0587248;0
4113;4854;C0155017;0
5791;8647;C2584774;1
2894;3417;C1708349;0
2775;3590;C1140680;1
6060;65062;C0206698;0
1304;199857;C1708349;0
3015;3918;C0079301;1
2973;3481;C0342384;0
1521;1910;C0011860;1
4875;54822;C0752122;0
6011;9663;C1275685;1
4905;6714;C0009402;1
482;118856;C1850792;0
1322;1641;C1848199;1
1367;2052;C0238198;0
963;1244;C0009402;1
1293;196;C1854465;0
3886;5172;C0376358;1
59;93;C0037221;1
192;10413;C0796117;0
5379;7273;C1449563;1
1514;1909;C0011860;1
7732;84464;C0346153;1
5434;580;C0376358;0
5085;55811;C0376358;0
114;182;C0036341;1
494;596;C0432272;1
5764;8540;C0282529;1
8060;282809;C0431399;1
2547;3284;C2239176;1
4206;5015;C1860789;0
6200;6602;C0345967;0
4501;6092;C0004352;1
3296;4323;C0006142;1
7256;57107;C0023264;1
4701;6495;C0376524;1
6741;7157;C3837958;0
7799;8864;C1708349;0
7740;84634;C1504412;1
2772;3587;C0036341;1
1859;2189;C3463824;1
1175;1859;C0003873;0
3294;3815;C0028754;0
6860;51083;C0020179;1
5957;64220;C0009402;0
4848;54790;C0270972;0
4187;5582;C0752120;1
6758;716;C4551479;0
4895;54902;C4552122;0
2532;2893;C0009402;0
6181;10155;C0009402;1
8015;200403;C0752124;1
6284;6678;C0003873;0
3906;5193;C0043459;1
6279;10555;C0221032;1
191;10413;C4282400;0
6813;30061;C0878682;1
5190;7054;C0752347;1
6191;6597;C0265219;0
941;1184;C3536984;1
1406;1785;C0410203;1
6435;22808;C1843181;1
3915;5195;C4721541;1
1363;2052;C0004352;0
3510;4694;C2931891;1
2148;2668;C3661523;1
3397;4548;C0008924;1
7880;124093;C4551952;1
836;1021;C0025149;1
3259;4311;C0752125;1
4239;5627;C0087031;1
7448;64240;C0376358;1
398;540;C0009402;1
4664;6389;C0036341;1
2979;3854;C1721007;1
6807;7248;C0345904;0
2628;29968;C1837342;0
3811;5077;C0152426;1
363;472;C0009405;1
7899;9149;C1850598;0
2354;27086;C1961102;0
2284;2799;C0086647;1
7916;916;C0009714;0
2895;3767;C3837958;1
4804;6597;C2750074;1
7065;54970;C0001973;1
592;1297;C2750069;0
4017;5321;C0036341;1
5024;6911;C0265343;1
291;351;C0038454;1
3147;3651;C2931689;0
6772;7169;C3541456;0
3103;4053;C2751316;1
1407;1785;C0410207;1
6294;6712;C1838099;0
4630;5318;C2751630;0
7508;79140;C2936862;1
7514;79188;C0751337;1
1919;2260;C0265534;1
948;1200;C0276496;1
1326;1646;C2239176;1
533;1259;C0003873;0
603;1297;C0027819;0
7042;7545;C4707243;0
2730;3569;C0024141;1
6456;6890;C0024306;0
5875;6335;C3809087;0
5153;7040;C0040028;1
2636;3479;C0276496;1
657;1356;C1850792;0
7172;79583;C0268448;0
4475;5981;C0029463;1
780;147372;C0029459;0
4595;5295;C0745103;0
2585;2911;C0006142;0
2450;3119;C0022336;1
7504;8320;C0265334;0
1969;23594;C0026654;0
5886;6336;C3203102;0
4026;4771;C0376358;0
1504;2109;C0752121;0
6534;23385;C0002395;1
8092;9757;C0796117;0
2479;2799;C3179349;0
1567;2146;C0268251;0
1411;2066;C0003873;0
4113;5443;C0553730;1
4704;6495;C1970479;1
3085;4023;C0745103;1
1817;2175;C0005684;1
6880;7305;C0036341;0
1021;1727;C3463824;0
7364;59067;C0009447;1
6993;54539;C1708371;1
6329;10735;C1621958;1
3207;3718;C1837091;0
798;1482;C1850600;0
4465;5979;C0006413;1
7407;8195;C0003873;0
6999;7490;C4551952;0
4913;6736;C2936694;1
2213;2626;C1858302;0
2297;2815;C1857941;1
1403;1778;C2931358;1
218;10525;C0751208;0
4952;6786;C0546264;1
7207;55870;C0376358;1
7198;55806;C2750815;1
3573;4191;C0036341;0
7624;80184;C3714506;1
101;154;C1449563;1
6811;30061;C0004352;1
2029;242;C0752166;0
3608;4233;C1449842;0
4745;6529;C0036341;1
3250;3767;C2931891;0
4736;6521;C0013902;1
1591;2161;C0476089;0
5763;8518;C0006142;1
3607;4233;C0007785;0
3867;4609;C1148551;0
5278;5727;C0268490;0
3078;4015;C0019202;1
5885;6336;C4083008;0
7212;79728;C1851967;0
5173;5621;C2676137;0
4538;6204;C2931850;1
7987;9380;C0752125;0
1904;2254;C0008924;1
3743;4436;C0393538;0
5509;5889;C0009402;0
3636;4846;C0007785;1
2916;345;C3151303;0
5363;57539;C0948008;0
8160;643226;C3892049;1
7723;8653;C4310647;0
2292;2812;C1319466;1
2111;2625;C0019829;1
7246;79823;C0276226;0
899;1548;C0004943;0
2176;2690;C0376358;1
661;778;C3495587;1
1506;2109;C4552079;0
6162;6584;C0271933;0
2087;255928;C0006142;0
6990;54538;C0004352;1
2515;2876;C0020074;0
2607;2934;C0175704;0
3885;4625;C0005684;0
7293;57465;C0751779;1
7986;161742;C0553586;1
1773;2146;C0006142;1
3712;4352;C3714506;0
2017;241;C0020474;0
2606;3420;C1708349;1
305;355;C1449563;1
4676;6399;C0025237;1
2666;3481;C4225307;1
2287;2673;C0006142;0
1316;2006;C0006142;0
6699;26278;C0751781;1
463;595;C0006142;1
3236;3757;C0268621;0
6037;9742;C0036069;1
7997;169792;C0020302;1
5995;9569;C0175702;1
7695;860;C0020758;0
7242;56978;C0751781;1
968;1261;C0155016;1
4404;5156;C0029458;0
7794;90678;C0270912;1
3686;4864;C0028754;1
2866;3718;C2700553;1
950;161742;C0376358;0
4762;6556;C0010346;1
1122;1414;C1969062;1
1106;1387;C0149925;1
240;324;C0265325;1
5493;58508;C0043346;0
2446;3117;C0011854;1
7837;894;C0152013;0
1891;2244;C0029459;1
3342;4485;C0006142;1
1470;1828;C2931122;1
7098;781;C4747769;0
4806;54567;C4014408;0
1940;2263;C0265326;1
2089;2563;C2239176;1
1769;2296;C4310644;0
7487;65217;C1568247;1
5110;7020;C0152423;1
7648;84942;C1846389;0
7801;91137;C0007959;1
2166;2673;C0751884;1
5842;6311;C1744559;0
6846;7280;C4479599;0
1359;1727;C2749560;1
6201;6605;C0282529;0
229;308;C0152013;1
2533;2895;C1333991;0
1381;1758;C1832702;1
6892;7351;C0024141;0
3071;3569;C1836517;0
7453;64324;C0004352;1
648;1352;C0162671;0
2696;3553;C0276496;1
3540;4128;C0043459;0
5865;6329;C0024117;0
3073;3569;C0745103;0
659;1356;C0543859;0
7173;55733;C0238198;1
5115;5592;C0342376;0
5692;8289;C0376358;1
5067;6948;C0279626;1
2826;3265;C0752120;0
7549;841;C1850600;0
6478;23064;C0002736;1
2763;3586;C0009324;1
7456;64324;C0175695;1
5090;5582;C4551479;0
4279;50939;C0752125;0
4618;6324;C2748541;1
5680;8289;C0005684;1
2119;25788;C0206686;0
4446;51684;C1708349;0
5776;8575;C0393598;1
3991;4728;C1842563;0
633;131669;C0087031;0
8014;9464;C2750081;0
302;355;C0011860;1
5054;6935;C0476089;1
1332;1649;C3837958;1
4864;6655;C1843181;1
547;659;C0006142;1
8129;375748;C3808553;1
4306;5741;C0029458;1
7159;79068;C0587248;0
1813;2161;C0019243;1
4314;5770;C0028754;1
239;10586;C0221054;0
782;147409;C0085413;0
950;1200;C0751383;1
6206;10280;C0036341;1
3395;3921;C0009402;0
6938;7421;C3661523;0
5679;8287;C1839071;1
6795;7201;C0006142;0
5479;7431;C1862941;1
7384;59345;C0009402;1
6084;652;C0023467;0
2693;3553;C0162671;1
5064;55764;C0751036;0
233;324;C0004352;1
5847;6314;C0009402;0
5686;8289;C0036920;1
3526;4093;C0348626;0
6457;22926;C0155017;1
959;1621;C3550234;0
6779;29072;C0376358;1
5352;7204;C0345904;1
5500;5880;C0011854;0
3467;4625;C1834558;1
977;164045;C1708349;0
3202;3717;C0024141;0
1756;22909;C0235974;0
6647;25953;C0279702;1
1188;1889;C0345967;0
6151;658;C3553937;0
4571;6262;C0340485;1
6853;7291;C0152013;0
4412;5915;C1510586;1
4431;5925;C0007131;1
982;1280;C0013366;1
6242;10397;C1168401;1
4581;5290;C0238198;0
524;641;C1961102;1
2567;2906;C0410207;0
2924;3458;C0009402;0
6270;10528;C0152013;1
765;146183;C0004352;0
3265;4312;C0079136;1
3539;412;C0345967;0
2484;3162;C0036341;1
3658;4311;C4310658;0
2435;2778;C0011860;0
5198;5649;C0345904;0
5190;5648;C0004763;0
2346;2908;C0036341;1
299;10743;C0265343;0
3648;4297;C0023931;0
7412;60675;C1563720;1
4878;54862;C0023931;0
6786;7170;C1510460;0
4720;5420;C0007131;0
228;308;C0032914;1
7108;55212;C2936862;1
1458;2077;C0238198;0
1248;1557;C4552079;1
1207;1508;C1621958;1
7122;55280;C0752121;1
1379;2053;C4540395;0
3629;4835;C0036341;1
5496;58508;C0036341;0
2472;3159;C0011860;1
6985;7474;C1862941;0
5914;6391;C2239176;0
2661;3481;C0276496;1
5071;6949;C0265241;1
